Num,Id,Request,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE,Prediction_Z_Score_EN,Prediction_Z_Score_CH
311,237529,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",-2,,,0,,,1,,,4,,,,1,,-4,,,9,,,-1,,-5,,,,1,,,-3,,,,,,3,,7,,,7,,,,4,,,,,,,4,3,,,6,,-3,,,,-3,,,,5,,-0.061158475,blank,blank,-0.395773472,blank,blank,0.055962201,blank,blank,0.673691297,blank,blank,blank,0.06551635,blank,-1.178563649,blank,blank,1.663510565,blank,blank,-0.220712146,blank,-1.522074404,blank,blank,blank,-0.088971063,blank,blank,-0.942272206,blank,blank,blank,blank,blank,0.70969343,blank,0.984635124,blank,blank,0.9632658,blank,blank,blank,0.584008449,blank,blank,blank,blank,blank,blank,1.137172054,0.124210644,blank,blank,0.638439106,blank,-0.586326864,blank,blank,blank,-1.990137148,blank,blank,blank,1.141971901,blank,0.083623214,-0.177349546,0.370693249,2,3
312,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",-5,,,-9,,,-6,,,-8,,,,0,,-8,,,-3,,,-5,,-8,,,,-2,,,-2,,,,,,-9,,2,,,8,,,,0,,,,,,,4,-2,,,-3,,-5,,,,1,,,,3,,-0.766833183,blank,blank,-2.365796735,blank,blank,-1.557065956,blank,blank,-1.347382595,blank,blank,blank,-0.139222244,blank,-1.93190271,blank,blank,-0.972437927,blank,blank,-1.154988804,blank,-2.179448732,blank,blank,blank,-0.555224479,blank,blank,-0.728401212,blank,blank,blank,blank,blank,-2.444499591,blank,-0.114535418,blank,blank,1.140435244,blank,blank,blank,-0.312142447,blank,blank,blank,blank,blank,blank,1.137172054,-1.244211702,blank,blank,-0.664766492,blank,-1.061085459,blank,blank,blank,0.081381073,blank,blank,blank,0.589404852,blank,-0.790073927,-1.24533678,-0.289284789,1,2
313,407369,"I replied... also, are you watching that page? If so, I will stop bothering you here?",-2,,,3,,,-6,,,-9,,,,0,,,,,3,,,-2,,2,,,,-1,,,3,,,,,,0,,9,,,5,,,,3,,,,,,,3,2,,,-5,,0,,,,2,,,,1,,-0.061158475,blank,blank,0.260900948,blank,blank,-1.557065956,blank,blank,-1.515805419,blank,blank,blank,-0.139222244,blank,blank,blank,blank,0.345536319,blank,blank,-0.454281311,blank,0.011799026,blank,blank,blank,-0.399806674,blank,blank,0.340953759,blank,blank,blank,blank,blank,-0.078854826,blank,1.424303341,blank,blank,0.608926912,blank,blank,blank,0.359970725,blank,blank,blank,blank,blank,blank,0.736298452,-0.149473825,blank,blank,-0.954367736,blank,0.125811028,blank,blank,blank,0.599260628,blank,blank,blank,0.036837803,blank,-0.022971876,-0.316815002,0.27087125,2,3
314,507499,"<url> is telling me that your talk page and <url> supposedly both link there, but I can't find them for the life of me. Any ideas?",0,,,3,,,-2,,,7,,,,0,,8,,,6,,,1,,8,,,,3,,,0,,,,,,0,,3,,,5,,,,-1,,,,,,,1,0,,,0,,0,,,,0,,,,0,,0.409291331,blank,blank,0.260900948,blank,blank,-0.63533558,blank,blank,1.17895977,blank,blank,blank,-0.139222244,blank,1.081453535,blank,blank,1.004523442,blank,blank,0.246426183,blank,1.326547681,blank,blank,blank,0.221864549,blank,blank,-0.300659224,blank,blank,blank,blank,blank,-0.078854826,blank,0.105298691,blank,blank,0.608926912,blank,blank,blank,-0.536180171,blank,blank,blank,blank,blank,blank,-0.065448751,-0.696842764,blank,blank,-0.230364626,blank,0.125811028,blank,blank,blank,-0.436498482,blank,blank,blank,-0.239445721,blank,0.152911985,0.423159127,-0.144359871,3,2
315,394295,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,3,,,4,,,4,,,7,,,,0,,4,,,6,,,1,,4,,,,3,,,0,,,,,,3,,6,,,7,,,,3,,,,,,,2,3,,,4,,0,,,,1,,,,6,,1.11496604,blank,blank,0.479792422,blank,blank,0.747259983,blank,blank,1.17895977,blank,blank,blank,-0.139222244,blank,0.328114474,blank,blank,1.004523442,blank,blank,0.246426183,blank,0.450048578,blank,blank,blank,0.221864549,blank,blank,-0.300659224,blank,blank,blank,blank,blank,0.70969343,blank,0.764801016,blank,blank,0.9632658,blank,blank,blank,0.359970725,blank,blank,blank,blank,blank,blank,0.335424851,0.124210644,blank,blank,0.348837862,blank,0.125811028,blank,blank,blank,0.081381073,blank,blank,blank,1.418255425,blank,0.503034563,0.484733998,0.523165185,3,4
316,109287,"You are so right, <url> looks to be blatant advertising. Why don't you put it up for <url>?",0,,,7,,,7,,,3,,,,6,,0,,,7,,,-1,,6,,,,3,,,3,,,,,,0,,1,,,-7,,,,-2,,,,,,,3,3,,,3,,0,,,,4,,,,4,,0.409291331,blank,blank,1.136466843,blank,blank,1.438557765,blank,blank,0.505268473,blank,blank,blank,1.089209318,blank,-0.425224587,blank,blank,1.224185816,blank,blank,-0.220712146,blank,0.88829813,blank,blank,blank,0.221864549,blank,blank,0.340953759,blank,blank,blank,blank,blank,-0.078854826,blank,-0.334369526,blank,blank,-1.517106414,blank,blank,blank,-0.760217895,blank,blank,blank,blank,blank,blank,0.736298452,0.124210644,blank,blank,0.20403724,blank,0.125811028,blank,blank,blank,1.635019739,blank,blank,blank,0.865688376,blank,0.362317908,0.60074175,0.100051682,4,3
317,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism. Can you cite any scholars or experts who support your thesis?,-1,,,-2,,,-2,,,-10,,,,-4,,-1,,,-6,,,-4,,5,,,,9,,,-4,,,,,,-3,,5,,,-2,,,,1,,,,,,,1,3,,,0,,-3,,,,2,,,,0,,0.174066428,blank,blank,-0.83355642,blank,blank,-0.63533558,blank,blank,-1.684228243,blank,blank,blank,-0.958176618,blank,-0.613559353,blank,blank,-1.63142505,blank,blank,-0.921419639,blank,0.669173354,blank,blank,blank,1.154371382,blank,blank,-1.1561432,blank,blank,blank,blank,blank,-0.867403081,blank,0.544966907,blank,blank,-0.631259195,blank,blank,blank,-0.088104723,blank,blank,blank,blank,blank,blank,-0.065448751,0.124210644,blank,blank,-0.230364626,blank,-0.586326864,blank,blank,blank,0.599260628,blank,blank,blank,-0.239445721,blank,-0.375054653,-0.585112085,-0.143991478,1,2
318,123039,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",2,,,4,,,6,,,8,,,,2,,10,,,5,,,1,,6,,,,5,,,3,,,,,,2,,7,,,10,,,,5,,,,,,,2,2,,,7,,8,,,,2,,,,12,,0.879741137,blank,blank,0.479792422,blank,blank,1.208125171,blank,blank,1.347382595,blank,blank,blank,0.270254944,blank,1.458123066,blank,blank,0.784861068,blank,blank,0.246426183,blank,0.88829813,blank,blank,blank,0.53270016,blank,blank,0.340953759,blank,blank,blank,blank,blank,0.446844011,blank,0.984635124,blank,blank,1.494774131,blank,blank,blank,0.808046173,blank,blank,blank,blank,blank,blank,0.335424851,-0.149473825,blank,blank,0.783239728,blank,2.024845406,blank,blank,blank,0.599260628,blank,blank,blank,3.075956571,blank,0.897152925,0.766968967,1.04035528,4,4
319,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,6,,,1,,,3,,,9,,,,-1,,9,,,7,,,0,,6,,,,1,,,2,,,,,,3,,8,,,10,,,,10,,,,,,,2,1,,,11,,4,,,,1,,,,11,,1.820640749,blank,blank,-0.176881999,blank,blank,0.516827389,blank,blank,1.515805419,blank,blank,blank,-0.343960837,blank,1.269788301,blank,blank,1.224185816,blank,blank,0.012857018,blank,0.88829813,blank,blank,blank,-0.088971063,blank,blank,0.127082765,blank,blank,blank,blank,blank,0.70969343,blank,1.204469232,blank,blank,1.494774131,blank,blank,blank,1.928234792,blank,blank,blank,blank,blank,blank,0.335424851,-0.423158295,blank,blank,1.362442216,blank,1.075328217,blank,blank,blank,0.081381073,blank,blank,blank,2.799673047,blank,0.825425447,0.615061062,1.056826269,4,4
320,333023,You may want to look at the nomination. What did you intend to do?,2,,,1,,,3,,,4,,,,-2,,4,,,3,,,-1,,-3,,,,-1,,,-3,,,,,,0,,8,,,9,,,,1,,,,,,,3,3,,,-5,,-2,,,,-4,,,,0,,0.879741137,blank,blank,-0.176881999,blank,blank,0.516827389,blank,blank,0.673691297,blank,blank,blank,-0.548699431,blank,0.328114474,blank,blank,0.345536319,blank,blank,-0.220712146,blank,-1.083824853,blank,blank,blank,-0.399806674,blank,blank,-0.942272206,blank,blank,blank,blank,blank,-0.078854826,blank,1.204469232,blank,blank,1.317604687,blank,blank,blank,-0.088104723,blank,blank,blank,blank,blank,blank,0.736298452,0.124210644,blank,blank,-0.954367736,blank,-0.348947567,blank,blank,blank,-2.508016703,blank,blank,blank,-0.239445721,blank,-0.069687664,-0.057116972,-0.083515426,2,2
321,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,-5,,-5,,,-3,,,,,-4,,,,,-3,,,,4,,,,1,,,0,,,-7,,,-7,,,,0,3,,,-12,,,,,-2,,,,,0,,,,3,,,-3,,,-1,,,,0,,,,-0.766833183,blank,-1.411730336,blank,blank,-0.670103252,blank,blank,blank,blank,-0.842756792,blank,blank,blank,blank,-0.990228883,blank,blank,blank,0.433926369,blank,blank,blank,-0.207325749,blank,blank,-0.467577864,blank,blank,-2.060865551,blank,blank,-1.34587752,blank,blank,blank,-0.078854826,0.177056268,blank,blank,-2.320825526,blank,blank,blank,blank,-0.760217895,blank,blank,blank,blank,0.096013292,blank,blank,blank,0.277019566,blank,blank,-0.418286941,blank,blank,-0.35413385,blank,blank,blank,-0.147906178,blank,blank,blank,-0.624184676,-0.832937276,-0.392237343,1,2
322,569261,I have applied to become an admin but no one has voted? Why is this?,2,,0,,,-4,,,,,-2,,,,,6,,,,-2,,,,-1,,,1,,,-4,,,-6,,,,-1,4,,,-10,,,,,-5,,,,,-5,,,,-6,,,-3,,,-2,,,,0,,,,0.879741137,blank,-0.037150798,blank,blank,-0.873600865,blank,blank,blank,blank,-0.475615219,blank,blank,blank,blank,0.704784005,blank,blank,blank,-0.893579598,blank,blank,blank,-0.645575301,blank,blank,-0.290309333,blank,blank,-1.193325346,blank,blank,-1.168788372,blank,blank,blank,-0.341704244,0.360217925,blank,blank,-1.969965633,blank,blank,blank,blank,-1.432331066,blank,blank,blank,blank,-1.504208237,blank,blank,blank,-1.859988515,blank,blank,-0.418286941,blank,blank,-0.667923338,blank,blank,blank,-0.147906178,blank,blank,blank,-0.630290312,-0.399341969,-0.886899581,2,1
323,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",2,,-9,,,4,,,,,3,,,,,-10,,,,6,,,,0,,,8,,,-10,,,0,,,,2,7,,,12,,,,,2,,,,,0,,,,8,,,0,,,1,,,,3,,,,0.879741137,blank,-2.511393967,blank,blank,0.754380041,blank,blank,blank,blank,0.442238712,blank,blank,blank,blank,-2.308572241,blank,blank,blank,0.876428358,blank,blank,blank,-0.426450525,blank,blank,0.950570383,blank,blank,-2.928405756,blank,blank,-0.106253488,blank,blank,blank,0.446844011,0.909702896,blank,blank,1.889493181,blank,blank,blank,blank,0.135933001,blank,blank,blank,blank,0.096013292,blank,blank,blank,1.464246278,blank,blank,0.027225777,blank,blank,0.273445125,blank,blank,blank,0.643960746,blank,blank,blank,0.079428787,-0.437771735,0.654096034,2,4
324,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",-1,,2,,,8,,,,,2,,,,,9,,,,-1,,,,-2,,,4,,,1,,,0,,,,2,4,,,7,,,,,2,,,,,0,,,,2,,,0,,,0,,,,3,,,,0.174066428,blank,0.512681017,blank,blank,1.568370494,blank,blank,blank,blank,0.258667926,blank,blank,blank,blank,1.269788301,blank,blank,blank,-0.672328604,blank,blank,blank,-0.864700077,blank,blank,0.241496259,blank,blank,0.252574996,blank,blank,-0.106253488,blank,blank,blank,0.446844011,0.360217925,blank,blank,1.012343451,blank,blank,blank,blank,0.135933001,blank,blank,blank,blank,0.096013292,blank,blank,blank,0.039574224,blank,blank,0.027225777,blank,blank,-0.040344363,blank,blank,blank,0.643960746,blank,blank,blank,0.281901648,0.263436325,0.302418674,3,3
325,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",3,,,,,,,,,,3,,,,,0,,,,7,,,,1,,,3,,,5,,,0,,,,2,-4,,,,,,,,2,,,,,0,,,,0,,,0,,,0,,,,0,,,,1.11496604,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.442238712,blank,blank,blank,blank,-0.425224587,blank,blank,blank,1.097679353,blank,blank,blank,-0.207325749,blank,blank,0.064227729,blank,blank,1.40929527,blank,blank,-0.106253488,blank,blank,blank,0.446844011,-1.10507533,blank,blank,blank,blank,blank,blank,blank,0.135933001,blank,blank,blank,blank,0.096013292,blank,blank,blank,-0.435316461,blank,blank,0.027225777,blank,blank,-0.040344363,blank,blank,blank,-0.147906178,blank,blank,blank,0.147936064,0.42370041,-0.127828281,3,2
326,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,3,,5,,,0,,,,,3,,,,,5,,,,9,,,,-2,,,1,,,5,,,0,,,,-3,-7,,,8,,,,,0,,,,,4,,,,6,,,3,,,3,,,,2,,,,1.11496604,blank,1.33742874,blank,blank,-0.059610412,blank,blank,blank,blank,0.442238712,blank,blank,blank,blank,0.516449239,blank,blank,blank,1.540181342,blank,blank,blank,-0.864700077,blank,blank,-0.290309333,blank,blank,1.40929527,blank,blank,-0.106253488,blank,blank,blank,-0.867403081,-1.6545603,blank,blank,1.187773397,blank,blank,blank,blank,-0.312142447,blank,blank,blank,blank,1.376190515,blank,blank,blank,0.989355593,blank,blank,0.472738495,blank,blank,0.901024101,blank,blank,blank,0.380005105,blank,blank,blank,0.395403548,0.503968603,0.274775709,4,3
327,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",4,,3,,,3,,,,,1,,,,,3,,,,7,,,,0,,,7,,,3,,,0,,,,2,12,,,10,,,,,2,,,,,0,,,,-2,,,2,,,0,,,,0,,,,1.350190943,blank,0.787596924,blank,blank,0.550882428,blank,blank,blank,blank,0.07509714,blank,blank,blank,blank,0.139779709,blank,blank,blank,1.097679353,blank,blank,blank,-0.426450525,blank,blank,0.773301852,blank,blank,0.830935133,blank,blank,-0.106253488,blank,blank,blank,0.446844011,1.82551118,blank,blank,1.538633289,blank,blank,blank,blank,0.135933001,blank,blank,blank,blank,0.096013292,blank,blank,blank,-0.910207146,blank,blank,0.324234256,blank,blank,-0.040344363,blank,blank,blank,-0.147906178,blank,blank,blank,0.439024779,0.507275947,0.363190149,4,3
328,28354,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,0,,-2,,,-1,,,,,5,,,,,-4,,,,-5,,,,3,,,-2,,,0,,,-8,,,,0,6,,,-12,,,,,-3,,,,,0,,,,0,,,0,,,0,,,,-2,,,,0.409291331,blank,-0.586982613,blank,blank,-0.263108025,blank,blank,blank,blank,0.809380285,blank,blank,blank,blank,-1.178563649,blank,blank,blank,-1.557332582,blank,blank,blank,0.230923802,blank,blank,-0.822114926,blank,blank,-0.036605072,blank,blank,-1.522966667,blank,blank,blank,-0.078854826,0.726541239,blank,blank,-2.320825526,blank,blank,blank,blank,-0.984255618,blank,blank,blank,blank,0.096013292,blank,blank,blank,-0.435316461,blank,blank,0.027225777,blank,blank,-0.040344363,blank,blank,blank,-0.675817461,blank,blank,blank,-0.431774319,-0.451807812,-0.409514883,2,2
