Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,AVERAGE,AVERAGE_EN,AVERAGE_CH
611,621975,Very nice. How could I doubt you?,,,,0,,,,,2,,,,,,3,,,6,,4,,,,,,,,,,,,1,,,,,1,,,,,,5,,0,,,,,,-6,blank,blank,blank,-0.00725903,blank,blank,blank,blank,0.152173986,blank,blank,blank,blank,blank,1.49421855,blank,blank,2.003366819,blank,-0.125498172,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.0495272,blank,blank,blank,blank,-0.153462238,blank,blank,blank,blank,blank,0.815990038,blank,-0.46918859,blank,blank,blank,blank,blank,-0.727016292,0.293379787,0.703400431,-0.116640856
612,385786,"Working on it - sent an email to the people at the Cambridge U Library to see if they know where it's from. In the meantime, could you check with Jappalang that his concern about the infobox image has been addressed?",,,,-2,,,,,3,,,,,,-1,,,0,,3,,,,,,,,,,,,4,,,,,3,,,,,,4,,1,,,,,,-3,blank,blank,blank,-0.49119438,blank,blank,blank,blank,0.410095998,blank,blank,blank,blank,blank,-0.339178444,blank,blank,0.009966999,blank,-0.384338153,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.767671599,blank,blank,blank,blank,0.41984952,blank,blank,blank,blank,blank,0.659255318,blank,-0.170342354,blank,blank,blank,blank,blank,-0.217210491,0.066457561,-0.158929596,0.291844718
613,256896,"Btw, what's ""WPC MOS"", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when mentioning issue numbers?",,,,-1,,,,,1,,,,,,0,,,3,,6,,,,,,,,,,,,3,,,,,-4,,,,,,-5,,0,,,,,,0,blank,blank,blank,-0.249226705,blank,blank,blank,blank,-0.105748025,blank,blank,blank,blank,blank,0.119170805,blank,blank,1.006666909,blank,0.392181789,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.495271999,blank,blank,blank,blank,-1.586741635,blank,blank,blank,blank,blank,-0.751357164,blank,-0.46918859,blank,blank,blank,blank,blank,0.292595309,-0.085637531,0.232608955,-0.403884016
614,55189,"Hi - there are a few issues that I've pointed out at the nomination page. Also, why does your sign link to the talkpage of <url>?",,,,-1,,,,,-1,,,,,,-1,,,-1,,2,,,,,,,,,,,,0,,,,,-2,,,,,,-6,,-1,,,,,,-2,blank,blank,blank,-0.249226705,blank,blank,blank,blank,-0.621592047,blank,blank,blank,blank,blank,-0.339178444,blank,blank,-0.322266304,blank,-0.643178133,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.3219268,blank,blank,blank,blank,-1.013429876,blank,blank,blank,blank,blank,-0.908091884,blank,-0.768034826,blank,blank,blank,blank,blank,-0.047275225,-0.523420024,-0.435088327,-0.611751722
615,511695,Hi. Is there no chance that you could take a photograph of RCMP officers in the uniform we don't have a picture of?,,,,2,,,,,2,,,,,,-3,,,1,,5,,,,,,,,,,,,2,,,,,1,,,,,,-5,,1,,,,,,-6,blank,blank,blank,0.476676319,blank,blank,blank,blank,0.152173986,blank,blank,blank,blank,blank,-1.255876941,blank,blank,0.342200302,blank,0.133341808,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.2228724,blank,blank,blank,blank,-0.153462238,blank,blank,blank,blank,blank,-0.751357164,blank,-0.170342354,blank,blank,blank,blank,blank,-0.727016292,-0.173079017,-0.030296905,-0.31586113
616,625700,"Well, welcome, and thanks for helping out, as you can see it's greatly needed. Do you have <url> yet?",,,,5,,,,,2,,,,,,1,,,4,,7,,,,,,,,,,,,3,,,,,2,,,,,,6,,3,,,,,,3,blank,blank,blank,1.202579343,blank,blank,blank,blank,0.152173986,blank,blank,blank,blank,blank,0.577520053,blank,blank,1.338900212,blank,0.651021769,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.495271999,blank,blank,blank,blank,0.133193641,blank,blank,blank,blank,blank,0.972724759,blank,0.427350117,blank,blank,blank,blank,blank,0.80240111,0.675313699,0.784439073,0.566188325
617,221519,"<url> posted a wonderful grammatical analysis of the ""has/had"" thing, another editor agreed, so I'm thinking we should make another request for the change, using Bluewave's post as the basis. What do you think?",,,,4,,,,,2,,,,,,-1,,,1,,7,,,,,,,,,,,,3,,,,,0,,,,,,3,,2,,,,,,3,blank,blank,blank,0.960611669,blank,blank,blank,blank,0.152173986,blank,blank,blank,blank,blank,-0.339178444,blank,blank,0.342200302,blank,0.651021769,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.495271999,blank,blank,blank,blank,-0.440118118,blank,blank,blank,blank,blank,0.502520598,blank,0.128503881,blank,blank,blank,blank,blank,0.80240111,0.325540875,0.353365857,0.297715894
618,542856,"Hi, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'm puzzled as to ""the backlog"", which appeared in your Request for Adminship text. Is it a copyright backlog for images?",,,,3,,,,,3,,,,,,-2,,,5,,5,,,,,,,,,,,,4,,,,,1,,,,,,2,,2,,,,,,0,blank,blank,blank,0.718643994,blank,blank,blank,blank,0.410095998,blank,blank,blank,blank,blank,-0.797527692,blank,blank,1.671133515,blank,0.133341808,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.767671599,blank,blank,blank,blank,-0.153462238,blank,blank,blank,blank,blank,0.345785878,blank,0.128503881,blank,blank,blank,blank,blank,0.292595309,0.351678205,0.427137525,0.276218886
619,247167,Replied there. Should we keep it in that one place for now?,,,,3,,,,,1,,,,,,-2,,,0,,7,,,,,,,,,,,,1,,,,,0,,,,,,0,,1,,,,,,2,blank,blank,blank,0.718643994,blank,blank,blank,blank,-0.105748025,blank,blank,blank,blank,blank,-0.797527692,blank,blank,0.009966999,blank,0.651021769,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.0495272,blank,blank,blank,blank,-0.440118118,blank,blank,blank,blank,blank,0.032316437,blank,-0.170342354,blank,blank,blank,blank,blank,0.632465843,0.048115165,0.095271409,0.000958922
620,319083,"I am sorry you ""don't like <url> tone"", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apart, would you care to respond to my points?",,,,-6,,,,,-7,,,,,,-9,,,-3,,7,,,,,,,,,,,,1,,,,,3,,,,,,-7,,-2,,,,,,8,blank,blank,blank,-1.459065079,blank,blank,blank,blank,-2.169124113,blank,blank,blank,blank,blank,-4.005972432,blank,blank,-0.986732911,blank,0.651021769,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.0495272,blank,blank,blank,blank,0.41984952,blank,blank,blank,blank,blank,-1.064826605,blank,-1.066881061,blank,blank,blank,blank,blank,1.652077444,-0.807918067,-1.593974553,-0.02186158
621,8289,Leon Liebgold played a rabbi. Was he a rabbi?,0,,,,-1,,,,,0,,,0,,,,0,,,,,,0,,,,,,,,0,,,,,,-2,,,,,0,,,0,,,,,,0,0.415035388,blank,blank,blank,-0.587157604,blank,blank,blank,blank,-0.037468124,blank,blank,0.026842578,blank,blank,blank,-0.379049107,blank,blank,blank,blank,blank,-0.360796632,blank,blank,blank,blank,blank,blank,blank,0.150956053,blank,blank,blank,blank,blank,-1.013429876,blank,blank,blank,blank,0.030013646,blank,blank,-0.46918859,blank,blank,blank,blank,blank,0.292595309,-0.175604269,-0.267525778,-0.201810692
622,38100,"This is what you wrote: ""In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous times."" What book, 1948??",-9,,,,-5,,,,,-9,,,-1,,,,-3,,,,,,-9,,,,-3,,,,-3,,,,,,-5,,,,,0,,,-2,,,,,,-2,-1.330440542,blank,blank,blank,-1.52660977,blank,blank,blank,blank,-1.570255035,blank,blank,-0.644221883,blank,blank,blank,-1.183174712,blank,blank,blank,blank,blank,-1.547032051,blank,blank,blank,-0.86985103,blank,blank,blank,-1.343508873,blank,blank,blank,blank,blank,-1.873397514,blank,blank,blank,blank,0.030013646,blank,blank,-1.066881061,blank,blank,blank,blank,blank,-0.047275225,-1.081052837,-1.29425869,-0.861816676
623,46143,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",2,,,,7,,,,,-1,,,0,,,,7,,,,,,12,,,,9,,,,3,,,,,,7,,,,,5,,,1,,,,,,5,0.802918928,blank,blank,blank,1.291746728,blank,blank,blank,blank,-0.207777781,blank,blank,0.026842578,blank,blank,blank,1.497243972,blank,blank,blank,blank,blank,1.220850594,blank,blank,blank,1.283030269,blank,blank,blank,1.645420979,blank,blank,blank,blank,blank,1.566473037,blank,blank,blank,blank,1.530695929,blank,blank,-0.170342354,blank,blank,blank,blank,blank,1.142271643,0.969114544,0.765781218,1.166258251
624,545256,Indeed. How did you find this?,0,,,,1,,,,,9,,,-1,,,,2,,,,,,8,,,,3,,,,0,,,,,,1,,,,,0,,,1,,,,,,0,0.415035388,blank,blank,blank,-0.117431521,blank,blank,blank,blank,1.495318786,blank,blank,-0.644221883,blank,blank,blank,0.15703463,blank,blank,blank,blank,blank,0.693634852,blank,blank,blank,0.20658962,blank,blank,blank,0.150956053,blank,blank,blank,blank,blank,-0.153462238,blank,blank,blank,blank,0.030013646,blank,blank,-0.170342354,blank,blank,blank,blank,blank,0.292595309,0.196310024,0.316866973,0.059391672
625,322965,I objected because the image is replaceable. Why can't someone take a picture of it and release it freely?,-2,,,,-3,,,,,5,,,-2,,,,1,,,,,,-3,,,,0,,,,-3,,,,,,0,,,,,-3,,,-2,,,,,,-7,0.027151848,blank,blank,blank,-1.056883687,blank,blank,blank,blank,0.814080159,blank,blank,-1.315286344,blank,blank,blank,-0.111007238,blank,blank,blank,blank,blank,-0.756208438,blank,blank,blank,-0.331630705,blank,blank,blank,-1.343508873,blank,blank,blank,blank,blank,-0.440118118,blank,blank,blank,blank,-0.870395724,blank,blank,-1.066881061,blank,blank,blank,blank,blank,-0.896951559,-0.612303312,-0.48506111,-0.82491434
626,560944,"Re: your comment at <url>, I suppose you know there's a list at <url>?",-6,,,,,,,,,5,,,-1,,,,-1,,,,,,-6,,,,0,,,,-3,,,,,,-5,,,,,-1,,,-1,,,,,,-11,-0.748615232,blank,blank,blank,blank,blank,blank,blank,blank,0.814080159,blank,blank,-0.644221883,blank,blank,blank,-0.647090975,blank,blank,blank,blank,blank,-1.151620244,blank,blank,blank,-0.331630705,blank,blank,blank,-1.343508873,blank,blank,blank,blank,blank,-1.873397514,blank,blank,blank,blank,-0.270122811,blank,blank,-0.768034826,blank,blank,blank,blank,blank,-1.576692626,-0.776441412,-0.407213236,-1.027231226
627,246622,Also I noticed you made new Europe and USA maps for this and <url>. Do you think it would be good to have a world map for <url>?,8,,,,2,,,,,0,,,0,,,,5,,,,,,9,,,,9,,,,3,,,,,,1,,,,,0,,,3,,,,,,5,1.966569547,blank,blank,blank,0.117431521,blank,blank,blank,blank,-0.037468124,blank,blank,0.026842578,blank,blank,blank,0.961160235,blank,blank,blank,blank,blank,0.825438788,blank,blank,blank,1.283030269,blank,blank,blank,1.645420979,blank,blank,blank,blank,blank,-0.153462238,blank,blank,blank,blank,0.030013646,blank,blank,0.427350117,blank,blank,blank,blank,blank,1.142271643,0.68621658,0.378681,0.729104069
628,79427,"Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than ''added info'' when doing something that is nonetheless controversial?",11,,,,-1,,,,,5,,,-1,,,,-7,,,,,,-6,,,,10,,,,-1,,,,,,6,,,,,0,,,4,,,,,,-10,2.548394857,blank,blank,blank,-0.587157604,blank,blank,blank,blank,0.814080159,blank,blank,-0.644221883,blank,blank,blank,-2.255342186,blank,blank,blank,blank,blank,-1.151620244,blank,blank,blank,1.462437044,blank,blank,blank,-0.347198922,blank,blank,blank,blank,blank,1.279817158,blank,blank,blank,blank,0.030013646,blank,blank,0.726196353,blank,blank,blank,blank,blank,-1.406757359,0.039053418,-0.764852351,0.29075132
629,626004,"Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>. So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?",-2,,,,2,,,,,-6,,,0,,,,0,,,,,,-1,,,,9,,,,-1,,,,,,5,,,,,1,,,2,,,,,,-2,0.027151848,blank,blank,blank,0.117431521,blank,blank,blank,blank,-1.059326065,blank,blank,0.026842578,blank,blank,blank,-0.379049107,blank,blank,blank,blank,blank,-0.492600567,blank,blank,blank,1.283030269,blank,blank,blank,-0.347198922,blank,blank,blank,blank,blank,0.993161279,blank,blank,blank,blank,0.330150102,blank,blank,0.128503881,blank,blank,blank,blank,blank,-0.047275225,0.048401799,-0.357340328,0.390061897
630,170028,An Request for Comment on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,-2,,,,8,,,,,3,,,0,,,,3,,,,,,1,,,,4,,,,0,,,,,,4,,,,,0,,,2,,,,,,6,0.027151848,blank,blank,blank,1.52660977,blank,blank,blank,blank,0.473460846,blank,blank,0.026842578,blank,blank,blank,0.425076498,blank,blank,blank,blank,blank,-0.228992696,blank,blank,blank,0.385996394,blank,blank,blank,0.150956053,blank,blank,blank,blank,blank,0.706505399,blank,blank,blank,blank,0.030013646,blank,blank,0.128503881,blank,blank,blank,blank,blank,1.31220691,0.413694261,0.444599399,0.452363714
631,330396,"I saw you assess this with a <name>, What am I missing?",-5,,,,0,,,,0,,,0,,,0,,,,,4,,,,,,,,,,,,,-1,,-1,,,,0,,3,,,,,,,,,-1,-3,-0.554673462,blank,blank,blank,-0.352294562,blank,blank,blank,-0.363670036,blank,blank,-0.124397459,blank,blank,0.119170805,blank,blank,blank,blank,-0.125498172,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.830683337,blank,-0.289074109,blank,blank,blank,-0.094486599,blank,0.35011893,blank,blank,blank,blank,blank,blank,blank,blank,-0.398353162,-0.217210491,-0.240087638,-0.169337885,-0.246614795
632,548138,"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling. Interested?",0,,,,,,,,2,,,-1,,,0,,,,,6,,,,,,,,,,,,,-1,,-4,,,,4,,-3,,,,,,,,,-3,0,0.415035388,blank,blank,blank,blank,blank,blank,blank,0.152173986,blank,blank,-0.432281169,blank,blank,0.119170805,blank,blank,blank,blank,0.392181789,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.830683337,blank,-1.130789897,blank,blank,blank,1.208776838,blank,-0.674109581,blank,blank,blank,blank,blank,blank,blank,blank,-0.929490711,0.292595309,-0.128856416,0.057811353,-0.34395023
633,511283,There's a lot of unfilled requests to become a verified user at WP:OP. Could you possibly look through them?,4,,,,2,,,,4,,,2,,,-1,,,,,6,,,,,,,,,,,,,2,,-2,,,,6,,6,,,,,,,,,7,-2,1.190802467,blank,blank,blank,0.117431521,blank,blank,blank,0.668018009,blank,blank,0.491369962,blank,blank,-0.339178444,blank,blank,blank,blank,0.392181789,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1.024301257,blank,-0.569646038,blank,blank,blank,1.860408557,blank,0.862233185,blank,blank,blank,blank,blank,blank,blank,blank,1.726197035,-0.047275225,0.614737006,0.265964567,0.809369795
634,620932,"This article was recently submitted for <url> but it appears to be missing a reference to ""James"". Could you fix that please?",2,,,,8,,,,3,,,1,,,0,,,,,4,,,,,,,,,,,,,3,,5,,,,9,,4,,,,,,,,,7,-4,0.802918928,blank,blank,blank,1.52660977,blank,blank,blank,0.410095998,blank,blank,0.183486252,blank,blank,0.119170805,blank,blank,blank,blank,-0.125498172,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1.642629455,blank,1.394357467,blank,blank,blank,2.837856135,blank,0.520823681,blank,blank,blank,blank,blank,blank,blank,blank,1.726197035,-0.387145758,0.887625133,0.42277293,1.289119669
635,471305,<url> is basically ready for Featured Article candidates pending some copy edits. Could you take a look to see if anything additional needs to be done?,7,,,,5,,,,2,,,2,,,1,,,,,5,,,,,,,,,,,,,3,,2,,,,12,,4,,,,,,,,,6,-3,1.772627777,blank,blank,blank,0.822020645,blank,blank,blank,0.152173986,blank,blank,0.491369962,blank,blank,0.577520053,blank,blank,blank,blank,0.133341808,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1.642629455,blank,0.552641679,blank,blank,blank,3.815303713,blank,0.520823681,blank,blank,blank,blank,blank,blank,blank,blank,1.46062826,-0.217210491,0.976989211,0.435285291,1.295802716
636,112808,Hey. I'm proposing a <url> - would you be interested in coming along?,2,,,,8,,,,3,,,1,,,-2,,,,,-7,,,,,,,,,,,,,2,,5,,,,0,,-3,,,,,,,,,4,5,0.802918928,blank,blank,blank,1.52660977,blank,blank,blank,0.410095998,blank,blank,0.183486252,blank,blank,-0.797527692,blank,blank,blank,blank,-2.972737957,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1.024301257,blank,1.394357467,blank,blank,blank,-0.094486599,blank,-0.674109581,blank,blank,blank,blank,blank,blank,blank,blank,0.929490711,1.142271643,0.23955585,-0.330014726,0.62030415
637,52605,I don't understand why did you add that message at the bottom of this page??,-6,,,,-6,,,,-2,,,-1,,,-5,,,,,3,,,,,,,,,,,,,-1,,-4,,,,0,,-11,,,,,,,,,-7,-10,-0.748615232,blank,blank,blank,-1.761472812,blank,blank,blank,-0.879514058,blank,blank,-0.432281169,blank,blank,-2.172575438,blank,blank,blank,blank,-0.384338153,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.830683337,blank,-1.130789897,blank,blank,blank,-0.094486599,blank,-2.039747594,blank,blank,blank,blank,blank,blank,blank,blank,-1.99176581,-1.406757359,-1.156085621,-1.126036326,-1.249038433
638,461537,"In conclusion, I'm split. What do you think?",-1,,,,2,,,,2,,,0,,,1,,,,,4,,,,,,,,,,,,,-2,,,,,,-3,,-3,,,,,,,,,1,0,0.221093618,blank,blank,blank,0.117431521,blank,blank,blank,0.152173986,blank,blank,-0.124397459,blank,blank,0.577520053,blank,blank,blank,blank,-0.125498172,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.449011535,blank,blank,blank,blank,blank,-1.071934177,blank,-0.674109581,blank,blank,blank,blank,blank,blank,blank,blank,0.132784387,0.292595309,-0.177395641,0.119445986,-0.553935119
639,469915,The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,-2,,,,-4,,,,-3,,,-1,,,2,,,,,5,,,,,,,,,,,,,0,,-1,,,,0,,-3,,,,,,,,,0,2,0.027151848,blank,blank,blank,-1.291746728,blank,blank,blank,-1.137436069,blank,blank,-0.432281169,blank,blank,1.035869302,blank,blank,blank,blank,0.133341808,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.212355139,blank,-0.289074109,blank,blank,blank,-0.094486599,blank,-0.674109581,blank,blank,blank,blank,blank,blank,blank,blank,-0.132784387,0.632465843,-0.202953748,-0.338450571,-0.128390662
